"AQI_Bucket","PM2.5","AQI"
"Moderate","85.64","147"
"Moderate","105.95","200"
"Very Poor","134.02","307"
"Poor","80.47","234"
"Moderate","87.22","193"
"Moderate","61.76","137"
"Moderate","52","107"
"Moderate","66.21","104"
"Moderate","77.7","147"
"Moderate","65.7","141"
"Moderate","55.61","133"
"Moderate","80.92","151"
"Moderate","78.94","184"
"Moderate","59.64","123"
"Moderate","51.51","162"
"Moderate","26.35","120"
"Moderate","61.02","118"
"Moderate","41.52","111"
"Satisfactory","35.23","99"
"Satisfactory","34.11","94"
"Satisfactory","37.8","94"
"Moderate","48.21","115"
"Moderate","62.84","121"
"Moderate","53.09","124"
"Moderate","60.4","114"
"Moderate","53.49","119"
"Moderate","45.82","109"
"Moderate","49.99","112"
"Moderate","46.41","123"
"Moderate","58.48","122"
"Moderate","87.83","185"
"Moderate","57.25","155"
"Moderate","49","151"
"Moderate","43.85","149"
"Moderate","38.03","120"
"Moderate","36.17","136"
"Moderate","35.5","121"
"Moderate","48.82","137"
"Moderate","52.9","127"
"Moderate","56.47","141"
"Moderate","78.47","143"
"Moderate","64.76","138"
"Moderate","46.56","117"
"Moderate","56.79","137"
"Moderate","45.15","152"
"Moderate","45.67","141"
"Moderate","57.17","134"
"Moderate","56.96","149"
"Moderate","42.46","122"
"Moderate","35.71","111"
"Moderate","50.42","128"
"Moderate","31.62","129"
"Moderate","39","134"
"Moderate","31.08","126"
"Moderate","26.46","108"
"Satisfactory","21.71","88"
"Satisfactory","39.17","96"
"Satisfactory","28.29","87"
"Satisfactory","22.35","94"
"Satisfactory","20.58","98"
"Moderate","24.67","126"
"Moderate","31.08","126"
"Moderate","32.78","133"
"Moderate","29.44","124"
"Moderate","30.25","109"
"Moderate","37.56","110"
"Moderate","38.33","121"
"Moderate","48.89","118"
"Moderate","41.97","138"
"Moderate","39.45","106"
"Moderate","35.52","118"
"Satisfactory","23.88","96"
"Satisfactory","22.93","82"
"Satisfactory","18.97","58"
"Good","15.69","37"
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","35.95",""
"Moderate","32.15","102"
"Moderate","27.54","104"
"Satisfactory","28.85","100"
"Satisfactory","38.73","98"
"Satisfactory","40.28","99"
"Satisfactory","28.4","95"
"Moderate","44.88","106"
"Moderate","37.43","104"
"Moderate","57.8","109"
"Moderate","53.54","111"
"Moderate","59.34","120"
"Moderate","42.56","110"
"Moderate","60.33","130"
"Moderate","39.31","118"
"Moderate","47.96","117"
"Moderate","57.59","122"
"Moderate","41.99","110"
"Moderate","39.18","118"
"Moderate","41.85","126"
"Moderate","26.39","121"
"Moderate","35.29","111"
"Moderate","82.89","159"
"Moderate","44.8","127"
"Moderate","32.01","102"
"Moderate","27.77","103"
"Satisfactory","19.25","82"
"Moderate","31.58","104"
"Moderate","15.83","109"
"Moderate","34.54","114"
"Satisfactory","16.11","96"
"Moderate","27.52","103"
"Satisfactory","18.74","95"
"Satisfactory","14.74","99"
"Moderate","9.48","127"
"Moderate","24.64","109"
"Moderate","24.57","116"
"Moderate","21.91","107"
"Moderate","26.18","110"
"Moderate","24.81","112"
"Moderate","19.6","117"
"Satisfactory","23.88","98"
"Moderate","20.12","128"
"Moderate","16.4","115"
"Moderate","22.62","135"
"Satisfactory","25.27","92"
"Satisfactory","20.18","89"
"Satisfactory","18.29","71"
"Satisfactory","17.38","56"
"Satisfactory","14.9","80"
"Satisfactory","20.03","98"
"Moderate","17.85","111"
"Moderate","19.7","110"
"Moderate","21.88","116"
"Moderate","29.45","134"
"Moderate","21.03","120"
"Satisfactory","16.93","89"
"Satisfactory","17.26","64"
"Satisfactory","7.93","75"
"Satisfactory","13.61","70"
"Satisfactory","19.53","66"
"Satisfactory","14.54","78"
"Satisfactory","12.75","76"
"Satisfactory","15.77","73"
"Satisfactory","15.42","68"
"Satisfactory","20.25","65"
"Satisfactory","24.26","79"
"Satisfactory","21.85","67"
"Satisfactory","20.64","67"
"Satisfactory","12.16","84"
"Satisfactory","14.33","90"
"Satisfactory","15.38","87"
"Satisfactory","15.62","86"
"Satisfactory","16.08","81"
"Satisfactory","17.49","72"
"Satisfactory","20.94","59"
"Satisfactory","19.17","67"
"Satisfactory","15.56","52"
"Satisfactory","14.49","64"
"Satisfactory","19.66","55"
"Satisfactory","16.85","60"
"Satisfactory","11.04","66"
"Satisfactory","13.58","55"
"Satisfactory","14.68","56"
"Satisfactory","14.48","59"
"Satisfactory","14","69"
"","171.38",""
"Very Poor","126.67","304"
"Poor","105.11","291"
"Moderate","65.25","189"
"","",""
"","144.54",""
"Very Poor","153.61","320"
"Very Poor","129.38","319"
"Very Poor","115.35","302"
"Poor","102","267"
"Moderate","76.19","191"
"Moderate","72.55","138"
"Moderate","70.49","155"
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"Very Poor","131.83","308"
"Poor","106.75","282"
"Poor","114.74","285"
"Poor","129.1","267"
"Very Poor","138.58","310"
"Very Poor","122.68","316"
"Poor","141.36","300"
"Very Poor","107.02","307"
"Moderate","76.89","179"
"Moderate","75.71","160"
"Moderate","64.48","145"
"Moderate","38.64","125"
"Moderate","32.99","124"
"Moderate","74.1","127"
"Moderate","76.03","133"
"Moderate","84.71","191"
"Moderate","109.21","196"
"Very Poor","133.97","303"
"Very Poor","109.11","302"
"Poor","82.44","214"
"Moderate","88.45","176"
"Poor","132.04","265"
"Poor","111.8","300"
"Poor","113.7","282"
"Moderate","74.27","184"
"Moderate","66.41","175"
"Moderate","79.47","129"
"Moderate","97.62","194"
"Poor","107.49","249"
"Poor","138.61","298"
"Very Poor","138.76","312"
"Very Poor","105.42","312"
"Poor","107.43","208"
"Poor","101.91","241"
"Poor","74.6","238"
"Moderate","101.02","135"
"Very Poor","111.29","301"
"Very Poor","191.33","316"
"Very Poor","175.92","355"
"Very Poor","142.27","325"
"Very Poor","165.82","325"
"Very Poor","165.11","341"
"Poor","70.35","245"
"Moderate","84.67","149"
"Poor","98.35","217"
"Moderate","84.18","195"
"Poor","123.81","237"
"Very Poor","142.71","321"
"Poor","81.95","243"
"Poor","109.51","246"
"Poor","104.98","247"
"Poor","112.66","232"
"Poor","102.38","272"
"Poor","138.98","296"
"Very Poor","190.61","334"
"Very Poor","170.06","337"
"Very Poor","152.57","345"
"Poor","110.16","284"
"Poor","59.95","210"
"Moderate","60.56","125"
"Moderate","82.22","133"
"Moderate","60.63","180"
"Moderate","62.08","124"
"Moderate","53.48","123"
"Moderate","47.96","121"
"Moderate","65.81","120"
"Moderate","48.4","136"
"Moderate","51.76","118"
"Moderate","62.35","122"
"Moderate","53.98","131"
"Moderate","66.41","119"
"Moderate","72.11","165"
"Moderate","59.53","137"
"Moderate","66.7","128"
"Moderate","71.55","162"
"Moderate","63.99","120"
"Moderate","90.1","160"
"Poor","80.52","226"
"Moderate","59.15","120"
"Moderate","84.31","162"
"Moderate","63.4","152"
"Moderate","66.68","131"
"Moderate","84.36","149"
"Poor","84.04","235"
"Moderate","70.22","146"
"Moderate","43.2","125"
"Moderate","27.32","116"
"","11.39",""
"Moderate","49.8","118"
"Moderate","30.34","117"
"Moderate","40.96","115"
"Moderate","56.56","119"
"Moderate","64.78","124"
"Moderate","67.12","134"
"Moderate","66.6","139"
"Moderate","80.49","182"
"Moderate","92.4","141"
"Moderate","65.29","155"
"Moderate","61.67","132"
"Moderate","49.68","118"
"Moderate","52.02","119"
"Moderate","35.89","116"
"Moderate","45.36","116"
"Moderate","53.9","116"
"Moderate","56.8","116"
"Moderate","52","125"
"Moderate","53.83","114"
"Moderate","61.45","130"
"Moderate","50.51","113"
"Moderate","72.02","118"
"Moderate","56.13","154"
"Moderate","46.32","113"
"Moderate","51.03","113"
"Moderate","50.59","113"
"Moderate","41.71","112"
"Moderate","53.87","114"
"Moderate","41.89","114"
"Moderate","45.66","112"
"Moderate","38.05","113"
"","",""
"","",""
"","",""
"","11.05",""
"Moderate","50.06","107"
"Moderate","55.84","105"
"Moderate","42.67","106"
"Moderate","49.76","106"
"Moderate","55.9","108"
"Moderate","47.22","111"
"Moderate","41.95","108"
"Moderate","32.83","107"
"Moderate","39.46","107"
"Moderate","66.26","109"
"Moderate","88.97","158"
"Poor","87.78","217"
"Moderate","74.96","167"
"Moderate","62.05","126"
"Moderate","38.68","108"
"Moderate","46.46","107"
"Moderate","47.81","110"
"Moderate","35.95","109"
"Moderate","44.95","108"
"Moderate","43.18","109"
"Moderate","30.19","108"
"Moderate","30.66","107"
"Moderate","22.36","108"
"Moderate","18.95","108"
"Moderate","32.68","107"
"Moderate","46.65","109"
"Moderate","45.42","111"
"Moderate","30.04","106"
"Moderate","38.52","111"
"Moderate","36.48","108"
"Moderate","31.92","103"
"Moderate","37.85","103"
"Moderate","49.42","104"
"Moderate","31.45","103"
"Moderate","29.41","102"
"Moderate","27.87","104"
"Moderate","29.38","104"
"Moderate","30.48","105"
"Moderate","29.94","105"
"Moderate","25.35","102"
"Moderate","13","101"
"Moderate","17.13","101"
"Moderate","21.11","104"
"Moderate","28.94","102"
"Moderate","30.5","103"
"Satisfactory","35.52","100"
"Satisfactory","19.23","71"
"Good","18.05","34"
"Good","19.71","29"
"Good","28.03","43"
"Satisfactory","33.52","56"
"Satisfactory","24.83","54"
"Satisfactory","42.07","52"
"Satisfactory","42.07","77"
"Satisfactory","42.02","73"
"Satisfactory","52.31","84"
"Satisfactory","45.8","85"
"Satisfactory","37.79","74"
"Satisfactory","52.27","73"
"Moderate","70.94","122"
"Moderate","87.09","151"
"Moderate","52.13","164"
"Moderate","51.65","109"
"Satisfactory","28.62","81"
"Good","17.97","31"
"Good","33.1","41"
"Satisfactory","49.75","68"
"Satisfactory","58.33","96"
"Satisfactory","50.37","89"
"Satisfactory","29.61","71"
"Satisfactory","29.5","54"
"Good","12.71","39"
"Good","13.45","22"
"Good","25.56","29"
"Satisfactory","29.74","54"
"Satisfactory","28.27","54"
"Satisfactory","18.07","82"
"Good","18.22","38"
"Satisfactory","18.75","79"
"Satisfactory","36.16","76"
"Satisfactory","32.24","75"
"Satisfactory","36.63","88"
"Satisfactory","27.29","70"
"Satisfactory","32.51","72"
"Satisfactory","32.66","63"
"Satisfactory","38","65"
"Satisfactory","40.63","82"
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"Moderate","","135"
"Moderate","","133"
"Moderate","","128"
"Moderate","","112"
"Moderate","","120"
"Moderate","","112"
"Moderate","6.6","141"
"Moderate","9.59","107"
"Moderate","","110"
"Moderate","","103"
"Moderate","","112"
"Satisfactory","","100"
"Satisfactory","73.58","99"
"Satisfactory","28.82","79"
"Satisfactory","50.79","59"
"Moderate","70.44","101"
"Moderate","69.02","165"
"Moderate","73.08","130"
"Moderate","70.58","141"
"Moderate","81.34","171"
"Moderate","122.91","187"
"Very Poor","114.48","305"
"Poor","92.79","279"
"Poor","102.24","213"
"Poor","101.38","231"
"Poor","93.46","222"
"Moderate","92.06","194"
"Poor","99.58","220"
"Poor","86.54","237"
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","128.64",""
"Very Poor","128.42","308"
"Poor","106.56","286"
"Poor","92.9","214"
"Poor","107.16","229"
"Poor","101.21","255"
"Poor","95.17","228"
"Poor","110.42","235"
"Poor","119.8","284"
"Very Poor","119.32","306"
"Poor","88.44","233"
"Moderate","63.54","158"
"Satisfactory","37.47","94"
"Satisfactory","36.58","63"
"Moderate","87.16","111"
"Moderate","86.88","177"
"Poor","102.7","228"
"Poor","91.97","224"
"Moderate","62.66","192"
"Moderate","79.99","119"
"Poor","104.88","227"
"Poor","105.37","240"
"Poor","92.57","238"
"Moderate","65.79","178"
"Moderate","87.11","132"
"Moderate","91.29","200"
"Poor","113.28","236"
"Poor","122.13","297"
"Poor","134.63","297"
"Very Poor","144.01","323"
"Poor","114.33","297"
"Poor","111.2","269"
"Poor","111.65","286"
"Poor","115.3","278"
"Very Poor","120.05","303"
"Poor","115.84","284"
"Poor","107.48","248"
"Poor","129.34","267"
"Very Poor","144.95","316"
"Very Poor","157.16","329"
"Very Poor","158.4","334"
"Poor","101.16","295"
"Poor","97.91","212"
"Poor","130.42","240"
"Very Poor","131.1","319"
"Poor","100.96","266"
"Poor","103.75","241"
"Poor","111.26","250"
"Very Poor","118.98","301"
"Poor","111.07","280"
"Poor","131.46","295"
"Poor","78.32","270"
"Moderate","53.22","126"
"Moderate","68.67","115"
"Moderate","93.22","199"
"Moderate","63.39","174"
"Moderate","95.81","128"
"Poor","75.25","220"
"Moderate","109.4","186"
"Poor","112.37","283"
"Poor","108.57","275"
"Poor","103.6","246"
"Poor","112.37","268"
"Poor","128.36","293"
"Poor","114.28","295"
"Poor","84.99","250"
"Moderate","56.43","130"
"Moderate","66.92","118"
"Moderate","84.77","138"
"Poor","99.22","226"
"Poor","137.43","275"
"Very Poor","158.01","324"
"Very Poor","90.34","302"
"Moderate","45.7","131"
"Moderate","64.14","121"
"","73.28",""
"Moderate","99.7","168"
"Poor","91.34","231"
"Moderate","89.38","179"
"Poor","122.22","284"
"Poor","82.11","219"
"Moderate","89.27","156"
"Moderate","63.97","180"
"Moderate","66.18","115"
"Moderate","55.94","117"
"Moderate","52.12","113"
"Moderate","62.4","112"
"Moderate","94.98","152"
"Poor","97.36","277"
"Poor","96.13","216"
"Moderate","79.77","185"
"Moderate","64.82","133"
"Moderate","68.97","128"
"Moderate","76.1","135"
"Moderate","90.91","157"
"Poor","104.21","261"
"Moderate","92.27","191"
"Poor","90.05","239"
"Moderate","94.33","197"
"Moderate","64.14","189"
"Moderate","48.23","113"
"Moderate","82.61","116"
"Poor","78.65","248"
"Moderate","46.94","114"
"Moderate","74.06","118"
"Moderate","83.75","185"
"Moderate","53.78","124"
"Moderate","62.33","113"
"Moderate","71.83","116"
"Poor","106.07","201"
"Poor","122.45","296"
"Poor","102.7","276"
"Moderate","83.56","143"
"Poor","83.68","236"
"Poor","116.02","248"
"Poor","119.74","284"
"Poor","112.65","290"
"Moderate","78.38","190"
"Moderate","89.29","193"
"Poor","123.03","268"
"Very Poor","130.81","307"
"Very Poor","","305"
"","",""
"","",""
"","",""
"","",""
"","",""
"","30.06",""
"Moderate","76.89","155"
"Moderate","72.91","131"
"Moderate","87.47","187"
"Poor","131.29","247"
"","",""
"","",""
"","",""
"","",""
"Moderate","33","106"
"","",""
"","",""
"","",""
"","72.92",""
"Moderate","57.72","109"
"Moderate","63.83","116"
"Moderate","90.77","162"
"Poor","95.05","210"
"Poor","123.52","255"
"Moderate","25.63","108"
"Moderate","23.37","106"
"Moderate","10.79","105"
"","12.49",""
"Moderate","","109"
"Satisfactory","13.62","99"
"","65.73",""
"Moderate","76.68","172"
"Moderate","83.95","161"
"Moderate","77.54","192"
"Moderate","117.28","154"
"Poor","67.45","224"
"Moderate","59.41","130"
"Moderate","61.29","117"
"Moderate","47.47","120"
"Moderate","68.52","121"
"Moderate","45.67","117"
"Satisfactory","56.61","84"
"Moderate","75.78","157"
"Moderate","78.6","143"
"Moderate","66.08","172"
"Moderate","70.12","114"
"Moderate","44.97","131"
"Moderate","45.14","114"
"Moderate","39.41","117"
"Moderate","44.87","124"
"Moderate","46.98","119"
"Moderate","58.45","136"
"Moderate","47.05","117"
"Satisfactory","36.04","84"
"","34.15",""
"Moderate","40.9","114"
"","14.37",""
"Moderate","33.62","116"
"","",""
"Moderate","32.78","117"
"Moderate","51.53","117"
"Moderate","36.15","112"
"Moderate","26.6","115"
"Moderate","8.32","115"
"Moderate","48.94","107"
"Moderate","58.33","115"
"","52.66",""
"Moderate","26.52","105"
"","21.72",""
"Satisfactory","18.76","88"
"Satisfactory","20","91"
"Satisfactory","18.48","94"
"Satisfactory","26.35","95"
"Satisfactory","29.42","97"
"Satisfactory","39.47","100"
"Satisfactory","28","94"
"Satisfactory","26.98","100"
"Moderate","43.88","101"
"Satisfactory","42.01","98"
"Moderate","41.34","101"
"Satisfactory","32.02","100"
"Satisfactory","24.51","95"
"Moderate","38.5","102"
"Satisfactory","29.03","100"
"Satisfactory","21.27","95"
"Moderate","18.41","102"
"","22.96",""
"Satisfactory","15.25","99"
"Satisfactory","15.74","99"
"Moderate","24.34","102"
"","5.08",""
"Satisfactory","12.09","100"
"Satisfactory","8.11","94"
"Satisfactory","18.49","66"
"Satisfactory","15.75","100"
"","19.59",""
"Satisfactory","23.11","98"
"Moderate","24.81","101"
"Moderate","33.21","102"
"Satisfactory","22.63","99"
"Satisfactory","18.88","98"
"Moderate","38.78","102"
"Satisfactory","31.14","98"
"Satisfactory","32.95","98"
"Satisfactory","25.71","80"
"Satisfactory","27.82","97"
"Satisfactory","24.73","93"
"Satisfactory","20.24","94"
"Satisfactory","20.5","99"
"Satisfactory","16.9","84"
"Satisfactory","21.23","98"
"Satisfactory","16.79","99"
"Satisfactory","18.61","95"
"Good","28.1","35"
"Satisfactory","11.49","71"
"Satisfactory","11.72","96"
"Satisfactory","11.3","99"
"Moderate","15.83","103"
"Satisfactory","17.03","100"
"Satisfactory","11.68","100"
"Satisfactory","9.51","96"
"","",""
"","14.82",""
"Moderate","9.9","101"
"","",""
"","2.54",""
"","36.02",""
"","35.2",""
"","",""
"","13.05",""
"","8.93",""
"Moderate","26.93","103"
"Moderate","28.16","103"
"Moderate","43.12","102"
"Moderate","23.19","107"
"","20.65",""
"","12.39",""
"Satisfactory","32.15","100"
"Moderate","39.35","101"
"","22.73",""
"Moderate","32.21","102"
"Moderate","37.79","102"
"Moderate","21.99","102"
"Moderate","34.35","102"
"Moderate","30.32","102"
"Moderate","35.6","103"
"Satisfactory","29.62","100"
"Satisfactory","45.24","81"
"Satisfactory","33.73","97"
"Moderate","17.73","102"
"Satisfactory","25.45","51"
"Satisfactory","31.95","81"
"Moderate","17.5","101"
"Moderate","20.52","102"
"Moderate","15.34","101"
"Satisfactory","18.58","70"
"Satisfactory","21.44","69"
"Moderate","16.98","102"
"Moderate","25.9","102"
"Satisfactory","33.44","97"
"Satisfactory","19.52","100"
"Moderate","27.59","102"
"Moderate","33.54","101"
"Moderate","33.37","102"
"Moderate","37.4","103"
"Moderate","32.19","102"
"Moderate","15.64","102"
"Moderate","22.3","102"
"Moderate","34.26","104"
"Moderate","35.88","103"
"Moderate","23.5","102"
"Good","13.3","49"
"Satisfactory","19.4","91"
"Moderate","16.66","101"
"Moderate","15.27","102"
"Moderate","14.78","103"
"Moderate","16.93","102"
"Moderate","26.05","103"
"Moderate","32.16","104"
"Moderate","28.96","104"
"Moderate","27.41","103"
"Satisfactory","51.42","98"
"Moderate","34.76","105"
"Moderate","30.55","104"
"Moderate","25.13","103"
"Moderate","25.41","103"
"Moderate","55","103"
"Satisfactory","26.48","78"
"Satisfactory","32.77","90"
"Moderate","28.89","104"
"Moderate","30.73","103"
"Moderate","39.96","103"
"Moderate","61.88","106"
"Moderate","53.11","116"
"Moderate","54.85","110"
"Moderate","32.62","106"
"Moderate","35.99","104"
"Moderate","41.21","104"
"Moderate","20.53","104"
"Moderate","31.58","105"
